latitude,longitude,runners,trees,pedestrians
42.269,-71.09,2.0,0.0,0.0
42.32,-71.057,37.0,5.0,18.0
42.351,-71.116,1114.0,6.0,4551.0
42.375,-71.114,96.0,0.0,1916.0
42.38,-71.109,601.0,0.0,5338.0
42.398,-71.129,26.0,0.0,0.0
42.336,-71.163,3.0,50.0,0.0
42.366,-71.082,6.0,0.0,2944.0
42.333,-71.16,32.0,24.0,0.0
42.44,-70.991,4.0,0.0,0.0
42.293,-71.142,429.0,5.0,0.0
42.349,-71.04,1327.0,77.0,138.0
42.314,-71.044,1031.0,6.0,0.0
42.38,-71.125,20.0,0.0,0.0
42.424,-71.09,1.0,0.0,0.0
42.355,-71.081,7848.0,0.0,378.0
42.32,-71.048,7.0,3.0,18.0
42.974,-71.368,1.0,0.0,0.0
42.343,-71.115,18.0,0.0,10321.0
42.423,-71.18,4.0,0.0,0.0
42.339,-71.011,45.0,0.0,408.0
42.315,-71.045,28.0,5.0,0.0
42.345,-71.11,270.0,0.0,956.0
42.325,-71.122,31.0,0.0,5079.0
42.251,-71.285,3.0,0.0,0.0
42.279,-71.097,9.0,26.0,0.0
42.349,-71.043,253.0,68.0,138.0
42.375,-71.13,45.0,0.0,0.0
42.316,-71.033,1381.0,0.0,0.0
42.333,-71.127,15.0,0.0,0.0
42.364,-71.062,2262.0,1.0,294.0
42.503,-71.137,1.0,0.0,0.0
42.43,-70.998,11.0,0.0,0.0
42.374,-71.03,3.0,0.0,408.0
42.33,-71.328,8.0,0.0,0.0
42.294,-71.045,15.0,0.0,0.0
42.446,-71.138,3.0,0.0,0.0
42.361,-71.132,44.0,150.0,0.0
42.375,-71.11,43.0,0.0,1916.0
42.588,-71.255,2.0,0.0,0.0
42.423,-71.142,6.0,0.0,0.0
42.352,-71.043,339.0,0.0,138.0
42.402,-71.121,10.0,0.0,1048.0
42.373,-71.071,30.0,0.0,810.0
42.308,-71.108,4.0,14.0,0.0
42.362,-71.071,2410.0,25.0,8212.0
42.37,-71.134,73.0,0.0,0.0
42.329,-71.206,23.0,0.0,0.0
42.333,-71.057,53.0,0.0,36.0
42.342,-71.297,23.0,0.0,0.0
42.265,-71.267,1.0,0.0,0.0
42.393,-71.069,39.0,36.0,270.0
42.374,-71.072,18.0,0.0,540.0
42.333,-71.094,46.0,44.0,2024.0
42.361,-71.058,9102.0,51.0,135.0
42.305,-71.09,3.0,25.0,0.0
42.352,-71.053,1104.0,56.0,138.0
42.39,-71.103,14.0,0.0,1464.0
42.295,-71.12,13.0,1.0,0.0
42.336,-71.186,2.0,0.0,0.0
42.402,-71.12,85.0,0.0,1055.0
42.281,-71.127,9.0,23.0,0.0
42.329,-71.265,21.0,0.0,0.0
42.541,-71.168,2.0,0.0,0.0
42.355,-71.059,1088.0,3.0,276.0
42.431,-71.059,3.0,0.0,0.0
42.375,-71.123,17.0,0.0,1665.0
42.338,-71.155,1.0,6.0,0.0
42.356,-71.132,109.0,13.0,0.0
42.424,-71.067,50.0,0.0,0.0
42.326,-71.337,2.0,0.0,0.0
42.342,-71.106,371.0,68.0,1912.0
42.377,-71.127,19.0,0.0,0.0
42.58,-71.237,2.0,0.0,0.0
42.266,-71.268,5.0,0.0,0.0
42.321,-71.041,836.0,23.0,36.0
42.333,-71.024,737.0,17.0,92.0
42.29,-71.043,600.0,31.0,0.0
42.341,-71.084,17.0,1.0,410.0
42.338,-71.213,16.0,0.0,0.0
42.621,-71.298,3.0,0.0,0.0
42.379,-71.062,29.0,13.0,380.0
42.225,-71.032,1.0,0.0,0.0
42.338,-71.087,1.0,0.0,86.0
42.362,-71.051,1457.0,4.0,20.0
42.534,-71.159,4.0,0.0,0.0
42.407,-71.144,21.0,0.0,0.0
42.329,-71.047,798.0,13.0,18.0
42.268,-71.076,8.0,0.0,0.0
42.812,-71.249,1.0,0.0,0.0
42.358,-71.061,11914.0,35.0,1212.0
42.328,-71.093,26.0,23.0,8775.0
42.243,-71.029,1.0,0.0,0.0
42.349,-71.046,323.0,47.0,138.0
42.343,-71.06,40.0,0.0,54.0
42.299,-71.1,1310.0,10.0,0.0
42.337,-71.028,76.0,29.0,138.0
42.257,-71.113,8.0,6.0,0.0
42.336,-71.036,266.0,4.0,36.0
42.29,-71.051,51.0,0.0,0.0
42.347,-71.063,171.0,28.0,44.0
42.377,-71.16,16.0,0.0,0.0
42.62,-71.126,1.0,0.0,0.0
42.392,-71.117,5.0,0.0,3826.0
42.341,-71.272,28.0,0.0,0.0
42.358,-71.176,1.0,0.0,0.0
42.315,-71.035,136.0,49.0,0.0
42.386,-71.106,14.0,0.0,4723.0
42.333,-71.116,11.0,0.0,1912.0
42.342,-71.054,24.0,3.0,36.0
42.27,-71.047,1.0,0.0,0.0
42.355,-71.113,614.0,0.0,798.0
42.323,-71.046,864.0,19.0,18.0
42.293,-71.057,1.0,5.0,0.0
42.401,-71.061,93.0,0.0,810.0
42.433,-70.996,9.0,0.0,0.0
42.599,-71.283,3.0,0.0,0.0
42.338,-71.042,61.0,0.0,18.0
42.261,-71.08,8.0,0.0,0.0
42.639,-71.314,14.0,0.0,0.0
42.312,-71.209,1.0,0.0,0.0
42.352,-71.076,1917.0,84.0,378.0
42.262,-71.14,234.0,0.0,0.0
42.589,-71.258,2.0,0.0,0.0
42.315,-71.038,98.0,3.0,0.0
42.343,-71.154,25.0,23.0,0.0
42.364,-71.113,17.0,0.0,5748.0
42.431,-71.023,13.0,0.0,0.0
42.303,-71.117,1.0,42.0,0.0
42.454,-71.052,30.0,0.0,0.0
42.324,-71.349,23.0,0.0,0.0
42.464,-70.954,12.0,0.0,0.0
42.296,-71.1,48.0,13.0,0.0
42.266,-71.077,14.0,0.0,0.0
42.403,-71.122,218.0,0.0,1032.0
42.329,-71.142,30.0,0.0,0.0
42.365,-71.119,22.0,18.0,3832.0
42.307,-71.122,3.0,0.0,0.0
42.258,-71.138,12.0,0.0,0.0
42.327,-71.26,24.0,0.0,0.0
42.269,-71.213,1.0,0.0,0.0
42.333,-71.2,15.0,0.0,0.0
42.332,-71.096,21.0,0.0,1012.0
42.339,-71.125,6.0,0.0,0.0
42.59,-71.278,3.0,0.0,0.0
42.293,-71.147,268.0,17.0,0.0
42.423,-71.01,2.0,0.0,0.0
42.331,-71.19,18.0,0.0,0.0
42.426,-71.189,8.0,0.0,0.0
42.331,-71.145,30.0,0.0,0.0
42.236,-71.13,142.0,22.0,0.0
42.448,-71.228,56.0,0.0,0.0
42.342,-71.066,11.0,2.0,52.0
42.408,-71.149,16.0,0.0,0.0
42.256,-71.272,1.0,0.0,0.0
42.425,-71.174,25.0,0.0,0.0
42.403,-71.138,12.0,0.0,0.0
42.269,-71.22,4.0,0.0,0.0
42.339,-71.101,12.0,10.0,2024.0
42.352,-71.161,41.0,6.0,0.0
42.344,-71.027,52.0,22.0,92.0
42.346,-71.065,204.0,13.0,78.0
42.441,-71.144,3.0,0.0,0.0
42.421,-71.167,9.0,0.0,0.0
42.358,-71.119,7.0,0.0,5748.0
42.37,-71.126,408.0,46.0,0.0
42.3,-71.127,1.0,5.0,0.0
42.294,-71.098,46.0,33.0,0.0
42.27,-71.069,396.0,0.0,0.0
42.419,-71.16,20.0,0.0,0.0
42.441,-71.068,7.0,0.0,0.0
42.53,-71.159,3.0,0.0,0.0
42.351,-71.06,386.0,6.0,72.0
42.356,-71.13,3.0,31.0,0.0
42.317,-71.269,16.0,0.0,0.0
42.36,-71.16,42.0,0.0,0.0
42.327,-71.095,13.0,9.0,6904.0
42.332,-71.129,28.0,0.0,0.0
42.388,-71.04,2.0,0.0,408.0
42.362,-71.182,35.0,0.0,0.0
42.367,-71.188,10.0,0.0,0.0
42.378,-71.063,31.0,10.0,190.0
42.46,-71.043,33.0,0.0,0.0
42.361,-71.05,1372.0,0.0,30.0
42.332,-71.039,24.0,4.0,18.0
42.349,-71.069,95.0,46.0,873.0
42.432,-71.144,3.0,0.0,0.0
43.057,-71.441,1.0,0.0,0.0
42.985,-71.373,1.0,0.0,0.0
42.347,-71.126,13.0,0.0,0.0
42.378,-71.224,24.0,0.0,0.0
42.522,-71.147,1.0,0.0,0.0
42.347,-71.089,274.0,21.0,1132.0
42.381,-71.114,48.0,0.0,1650.0
42.489,-71.153,4.0,0.0,0.0
42.303,-71.086,7.0,27.0,0.0
42.463,-71.143,1.0,0.0,0.0
42.339,-71.29,19.0,0.0,0.0
42.374,-71.051,29.0,32.0,380.0
42.329,-71.117,5.0,0.0,2043.0
42.35,-71.049,546.0,11.0,92.0
42.351,-71.041,52.0,14.0,46.0
42.365,-71.06,434.0,14.0,380.0
42.457,-71.046,39.0,0.0,0.0
42.35,-71.104,1033.0,19.0,4833.0
42.538,-71.105,1.0,0.0,0.0
42.378,-71.105,42.0,0.0,1916.0
42.273,-71.109,37.0,38.0,0.0
42.266,-71.267,1.0,0.0,0.0
42.573,-71.222,1.0,0.0,0.0
42.274,-71.109,831.0,0.0,0.0
42.369,-71.124,1051.0,0.0,940.0
42.453,-71.05,76.0,0.0,0.0
42.339,-71.082,19.0,19.0,820.0
42.332,-71.114,1084.0,0.0,1661.0
42.342,-71.147,15.0,58.0,0.0
42.347,-71.093,1395.0,31.0,4640.0
42.329,-71.195,1.0,0.0,0.0
42.359,-71.056,3632.0,7.0,20.0
42.425,-71.001,2.0,0.0,0.0
42.381,-71.081,22.0,5.0,270.0
42.384,-71.101,1.0,0.0,1701.0
42.351,-71.083,1823.0,8.0,126.0
42.658,-71.142,1.0,0.0,0.0
42.279,-71.05,592.0,55.0,0.0
42.339,-71.073,65.0,73.0,216.0
42.308,-71.278,3.0,0.0,0.0
42.455,-71.066,4.0,0.0,0.0
42.296,-71.107,8.0,8.0,0.0
42.336,-71.242,9.0,0.0,0.0
43.071,-71.452,1.0,0.0,0.0
42.41,-71.067,90.0,0.0,0.0
42.332,-71.067,4.0,0.0,108.0
42.373,-71.115,88.0,0.0,5748.0
42.362,-71.072,1199.0,49.0,24029.0
42.423,-71.088,1.0,0.0,0.0
42.399,-71.11,28.0,0.0,1182.0
42.274,-71.076,5.0,18.0,0.0
42.352,-71.118,646.0,64.0,10953.0
42.331,-71.13,22.0,0.0,0.0
42.373,-71.072,3.0,4.0,810.0
42.342,-71.313,20.0,0.0,0.0
42.377,-71.138,20.0,0.0,0.0
42.271,-71.067,104.0,0.0,0.0
42.263,-71.138,5.0,0.0,0.0
42.296,-71.12,87.0,0.0,0.0
42.346,-71.034,941.0,28.0,138.0
42.362,-71.144,25.0,40.0,0.0
42.499,-71.135,2.0,0.0,0.0
42.341,-71.097,49.0,8.0,1012.0
42.325,-71.098,38.0,30.0,10798.0
42.339,-71.231,5.0,0.0,0.0
42.549,-71.163,3.0,0.0,0.0
42.34,-71.13,251.0,0.0,0.0
42.367,-71.059,3042.0,14.0,570.0
42.347,-71.068,63.0,0.0,52.0
42.476,-71.151,1.0,0.0,0.0
42.369,-71.153,45.0,0.0,0.0
42.277,-71.053,3.0,0.0,0.0
42.359,-71.163,7.0,0.0,0.0
42.266,-71.299,1.0,0.0,0.0
42.341,-71.271,47.0,0.0,0.0
42.382,-71.089,4.0,0.0,540.0
42.501,-71.136,1.0,0.0,0.0
42.347,-71.106,213.0,19.0,1912.0
42.321,-71.082,16.0,11.0,172.0
42.365,-71.14,107.0,0.0,0.0
42.317,-71.035,1169.0,0.0,0.0
42.315,-71.27,1.0,0.0,0.0
42.397,-71.123,482.0,0.0,2235.0
42.419,-71.159,33.0,0.0,0.0
42.29,-71.119,2.0,2.0,0.0
42.373,-71.095,104.0,0.0,7174.0
42.338,-71.037,113.0,0.0,46.0
43.025,-71.409,1.0,0.0,0.0
42.393,-71.131,33.0,0.0,0.0
42.43,-71.02,23.0,0.0,0.0
42.362,-71.052,634.0,56.0,20.0
42.373,-71.052,89.0,39.0,570.0
42.381,-71.071,210.0,9.0,270.0
42.367,-71.092,357.0,0.0,7758.0
42.386,-71.141,29.0,0.0,0.0
42.289,-71.106,13.0,45.0,0.0
42.363,-71.11,42.0,0.0,1916.0
42.286,-71.133,30.0,12.0,0.0
42.293,-71.047,379.0,4.0,0.0
42.323,-71.115,23.0,12.0,1861.0
42.46,-71.134,1.0,0.0,0.0
42.368,-71.124,1283.0,33.0,1910.0
42.32,-71.102,24.0,0.0,174.0
42.361,-71.112,44.0,0.0,5748.0
42.278,-71.053,579.0,31.0,0.0
42.387,-71.098,67.0,0.0,270.0
42.358,-71.092,179.0,0.0,7758.0
42.375,-71.122,14.0,0.0,1695.0
42.362,-71.085,343.0,0.0,5351.0
42.395,-71.114,27.0,0.0,3712.0
42.422,-71.167,5.0,0.0,0.0
42.392,-71.044,1.0,0.0,612.0
42.346,-71.127,11.0,0.0,0.0
42.302,-71.125,1413.0,0.0,0.0
42.299,-71.089,3.0,0.0,0.0
42.364,-71.099,5.0,0.0,9976.0
42.374,-71.058,196.0,45.0,380.0
42.371,-71.105,98.0,0.0,3832.0
42.387,-71.093,1.0,0.0,270.0
42.356,-71.067,1817.0,58.0,4112.0
42.286,-71.104,183.0,3.0,0.0
42.349,-71.114,42.0,0.0,17588.0
42.385,-71.132,24.0,0.0,0.0
42.336,-71.137,7.0,0.0,0.0
42.354,-71.135,49.0,2.0,0.0
42.368,-71.127,11.0,23.0,0.0
42.382,-71.075,4.0,32.0,540.0
42.384,-71.141,23.0,0.0,0.0
42.368,-71.108,211.0,0.0,3832.0
42.328,-71.362,22.0,0.0,0.0
42.418,-71.155,20.0,0.0,0.0
42.361,-71.061,18592.0,51.0,202.0
42.358,-71.063,9517.0,5.0,1212.0
42.374,-71.055,209.0,28.0,380.0
42.273,-71.062,502.0,8.0,0.0
42.271,-71.064,192.0,14.0,0.0
42.334,-71.106,32.0,73.0,3969.0
42.291,-71.133,3.0,25.0,0.0
42.34,-71.162,19.0,32.0,0.0
42.343,-71.067,187.0,42.0,78.0
42.365,-71.097,2.0,0.0,5172.0
42.288,-71.135,9.0,27.0,0.0
42.352,-71.078,2026.0,49.0,378.0
42.589,-71.259,1.0,0.0,0.0
42.382,-71.099,6.0,0.0,3640.0
42.34,-71.315,15.0,0.0,0.0
42.324,-71.121,42.0,1.0,3368.0
42.37,-71.115,6.0,0.0,5748.0
42.335,-71.057,44.0,0.0,18.0
42.294,-71.047,1245.0,50.0,0.0
42.362,-71.065,395.0,15.0,196.0
42.355,-71.156,24.0,68.0,0.0
42.33,-71.196,30.0,0.0,0.0
42.371,-71.083,145.0,0.0,540.0
42.306,-71.206,1.0,0.0,0.0
42.373,-71.065,41.0,35.0,126.0
42.458,-71.14,1.0,0.0,0.0
42.364,-71.075,51.0,0.0,8832.0
42.447,-71.138,3.0,0.0,0.0
42.327,-71.208,30.0,0.0,0.0
42.375,-71.097,80.0,0.0,2226.0
42.272,-71.093,6.0,10.0,0.0
43.192,-71.516,1.0,0.0,0.0
42.24,-71.125,5.0,5.0,0.0
42.374,-71.116,2.0,0.0,3810.0
42.538,-71.161,3.0,0.0,0.0
42.429,-70.998,1.0,0.0,0.0
42.578,-71.231,1.0,0.0,0.0
42.357,-71.15,26.0,17.0,0.0
42.367,-71.052,1103.0,59.0,30.0
42.354,-71.106,251.0,0.0,266.0
42.326,-71.357,28.0,0.0,0.0
42.34,-71.16,16.0,21.0,0.0
42.351,-71.088,1541.0,26.0,4676.0
42.337,-71.268,1.0,0.0,0.0
42.349,-71.063,25.0,4.0,288.0
42.297,-71.093,284.0,9.0,0.0
42.335,-71.078,11.0,4.0,108.0
42.469,-70.898,18.0,0.0,0.0
42.349,-71.048,848.0,9.0,138.0
42.288,-71.056,496.0,5.0,0.0
42.333,-71.107,20.0,2.0,5570.0
42.468,-70.901,14.0,0.0,0.0
42.263,-71.238,2.0,0.0,0.0
42.341,-71.081,112.0,8.0,410.0
42.272,-71.074,42.0,19.0,0.0
42.468,-71.148,4.0,0.0,0.0
42.273,-71.078,4.0,51.0,0.0
42.364,-71.183,2.0,0.0,0.0
42.355,-71.072,5178.0,79.0,2598.0
42.372,-71.075,70.0,0.0,270.0
42.335,-71.046,30.0,3.0,18.0
42.99,-71.378,1.0,0.0,0.0
42.279,-71.046,165.0,30.0,0.0
42.359,-71.055,2216.0,12.0,20.0
42.338,-71.057,54.0,7.0,18.0
42.351,-71.048,107.0,6.0,46.0
42.333,-71.245,3.0,0.0,0.0
42.337,-71.178,29.0,0.0,0.0
42.634,-71.129,1.0,0.0,0.0
42.532,-71.156,2.0,0.0,0.0
42.324,-71.263,1.0,0.0,0.0
42.351,-71.072,236.0,0.0,556.0
42.341,-71.071,88.0,1.0,26.0
42.76,-71.214,1.0,0.0,0.0
42.338,-71.074,7.0,16.0,108.0
42.349,-71.104,348.0,17.0,2868.0
42.323,-71.119,614.0,1.0,1723.0
42.279,-71.033,4.0,0.0,0.0
42.293,-71.112,7.0,40.0,0.0
42.403,-71.06,66.0,0.0,230.0
42.512,-71.142,2.0,0.0,0.0
42.451,-71.048,76.0,0.0,0.0
42.351,-71.108,625.0,3.0,7977.0
42.293,-71.219,1.0,0.0,0.0
42.547,-71.174,21.0,0.0,0.0
42.358,-71.173,44.0,0.0,0.0
42.348,-71.078,266.0,8.0,126.0
42.345,-71.109,237.0,0.0,956.0
42.359,-71.073,10755.0,58.0,16867.0
42.342,-71.045,16.0,0.0,50.0
42.295,-71.105,283.0,6.0,0.0
42.354,-71.082,3829.0,0.0,126.0
42.336,-71.148,78.0,3.0,0.0
42.357,-71.091,1380.0,0.0,2586.0
42.317,-71.097,6.0,6.0,0.0
42.884,-71.305,1.0,0.0,0.0
42.341,-71.04,54.0,0.0,46.0
42.349,-71.107,200.0,9.0,2868.0
42.262,-71.138,1.0,0.0,0.0
42.471,-71.13,1.0,0.0,0.0
42.357,-71.061,6018.0,6.0,404.0
42.346,-71.082,200.0,30.0,1230.0
42.366,-71.068,2300.0,8.0,42.0
42.243,-71.132,401.0,19.0,0.0
42.302,-71.127,6.0,23.0,0.0
42.295,-71.081,3.0,2.0,0.0
42.323,-71.211,11.0,0.0,0.0
42.424,-71.069,5.0,0.0,0.0
42.507,-71.138,1.0,0.0,0.0
42.338,-71.029,887.0,2.0,46.0
42.367,-71.148,60.0,0.0,0.0
42.327,-71.065,35.0,0.0,216.0
42.354,-71.072,4314.0,25.0,556.0
42.32,-71.039,442.0,0.0,18.0
42.75,-71.205,1.0,0.0,0.0
42.352,-71.089,7613.0,12.0,35761.0
42.313,-71.034,882.0,71.0,0.0
42.335,-71.041,37.0,4.0,18.0
42.366,-71.185,18.0,0.0,0.0
42.341,-71.155,28.0,4.0,0.0
42.239,-71.126,389.0,9.0,0.0
42.34,-71.163,20.0,41.0,0.0
42.279,-71.204,1.0,0.0,0.0
42.381,-71.088,6.0,0.0,270.0
42.277,-71.07,340.0,7.0,0.0
43.088,-71.457,1.0,0.0,0.0
42.353,-71.106,594.0,0.0,532.0
42.395,-71.067,71.0,0.0,810.0
42.35,-71.128,34.0,12.0,0.0
42.422,-71.008,9.0,0.0,0.0
42.371,-71.132,66.0,44.0,0.0
42.405,-71.142,16.0,0.0,0.0
42.364,-71.186,57.0,0.0,0.0
42.344,-71.041,20.0,21.0,92.0
42.382,-71.098,41.0,0.0,2096.0
42.399,-71.063,86.0,0.0,270.0
42.306,-71.058,1.0,4.0,0.0
42.353,-71.068,3056.0,21.0,4112.0
42.344,-71.104,888.0,18.0,1912.0
42.378,-71.13,45.0,0.0,0.0
42.39,-71.099,1.0,0.0,270.0
42.359,-71.093,42.0,0.0,5172.0
42.341,-71.313,8.0,0.0,0.0
42.414,-71.14,3.0,0.0,0.0
42.377,-71.063,68.0,37.0,570.0
42.37,-71.09,34.0,0.0,5442.0
42.357,-71.053,277.0,0.0,34.0
42.349,-71.105,75.0,24.0,2868.0
42.348,-71.06,5.0,0.0,18.0
42.383,-70.996,5.0,10.0,0.0
42.29,-71.049,450.0,3.0,0.0
42.295,-71.142,2.0,7.0,0.0
42.376,-71.117,45.0,0.0,3614.0
42.372,-71.06,560.0,8.0,190.0
42.262,-71.255,3.0,0.0,0.0
42.368,-71.066,770.0,36.0,84.0
42.499,-71.156,2.0,0.0,0.0
42.259,-71.111,393.0,0.0,0.0
42.546,-71.173,3.0,0.0,0.0
42.342,-71.084,157.0,23.0,820.0
42.318,-71.105,21.0,30.0,0.0
42.356,-71.056,1713.0,39.0,155.0
42.288,-71.066,423.0,12.0,0.0
42.348,-71.103,55.0,7.0,956.0
42.367,-71.075,697.0,0.0,810.0
42.583,-71.113,1.0,0.0,0.0
42.337,-71.11,298.0,12.0,2868.0
42.378,-71.05,69.0,9.0,190.0
42.415,-71.132,1.0,0.0,0.0
43.072,-71.454,1.0,0.0,0.0
42.375,-71.146,12.0,0.0,0.0
42.332,-71.026,37.0,6.0,46.0
42.346,-71.069,115.0,34.0,78.0
42.302,-71.114,190.0,33.0,0.0
42.366,-71.118,2917.0,22.0,1916.0
42.35,-71.106,1537.0,46.0,1912.0
42.417,-71.047,11.0,0.0,0.0
42.365,-71.059,1182.0,11.0,380.0
42.826,-71.253,1.0,0.0,0.0
42.347,-71.076,38.0,20.0,252.0
42.356,-71.138,12.0,31.0,0.0
42.309,-71.105,343.0,26.0,0.0
42.259,-71.272,4.0,0.0,0.0
42.348,-71.152,7.0,0.0,0.0
42.279,-71.043,183.0,0.0,0.0
42.369,-71.11,138.0,0.0,1916.0
42.316,-71.039,119.0,11.0,0.0
42.334,-71.114,2.0,0.0,2868.0
42.595,-71.282,7.0,0.0,0.0
42.408,-71.083,1.0,0.0,0.0
42.35,-71.117,13.0,0.0,8086.0
42.273,-71.074,6.0,5.0,0.0
42.449,-71.138,6.0,0.0,0.0
42.363,-71.063,127.0,1.0,98.0
42.289,-71.041,608.0,2.0,0.0
42.399,-71.122,9.0,0.0,1088.0
42.347,-71.052,1.0,40.0,92.0
42.35,-71.044,26.0,10.0,92.0
42.358,-71.171,51.0,0.0,0.0
42.336,-71.042,66.0,3.0,36.0
42.367,-71.108,1.0,0.0,5748.0
42.344,-71.045,24.0,13.0,92.0
42.536,-71.105,1.0,0.0,0.0
42.351,-71.115,1175.0,19.0,5255.0
42.359,-71.052,3528.0,38.0,20.0
42.326,-71.336,10.0,0.0,0.0
42.246,-71.126,484.0,17.0,0.0
42.369,-71.056,139.0,0.0,190.0
42.29,-71.133,4.0,9.0,0.0
42.372,-71.059,347.0,27.0,190.0
42.343,-71.143,1.0,3.0,0.0
42.346,-71.058,2.0,19.0,54.0
42.359,-71.066,378.0,26.0,1175.0
42.295,-71.129,314.0,68.0,0.0
42.353,-71.14,18.0,6.0,0.0
42.353,-71.151,39.0,3.0,0.0
42.404,-71.135,2.0,0.0,0.0
42.423,-71.041,9.0,0.0,0.0
42.323,-71.101,18.0,0.0,174.0
42.353,-71.062,651.0,9.0,220.0
42.325,-71.337,10.0,0.0,0.0
42.406,-71.064,76.0,0.0,0.0
42.337,-71.088,39.0,33.0,258.0
42.355,-71.135,77.0,39.0,0.0
42.226,-71.032,2.0,0.0,0.0
42.354,-71.127,10.0,15.0,0.0
42.339,-71.023,215.0,3.0,92.0
42.399,-71.123,68.0,0.0,1079.0
42.362,-71.166,20.0,0.0,0.0
42.337,-71.149,2.0,12.0,0.0
42.305,-71.088,16.0,27.0,0.0
42.344,-71.078,100.0,36.0,820.0
42.46,-71.14,2.0,0.0,0.0
42.339,-71.094,54.0,26.0,2024.0
42.343,-71.305,22.0,0.0,0.0
42.566,-71.205,1.0,0.0,0.0
42.268,-71.139,111.0,0.0,0.0
42.372,-71.092,54.0,0.0,2496.0
42.426,-71.013,14.0,0.0,0.0
43.177,-71.487,1.0,0.0,0.0
42.286,-71.039,754.0,0.0,0.0
42.363,-71.138,25.0,12.0,0.0
42.365,-71.096,14.0,0.0,5172.0
42.327,-71.125,3.0,0.0,0.0
42.356,-71.097,442.0,0.0,10665.0
42.37,-71.063,355.0,71.0,570.0
42.353,-71.059,211.0,8.0,184.0
42.38,-71.226,16.0,0.0,0.0
42.326,-71.233,25.0,0.0,0.0
42.321,-71.264,19.0,0.0,0.0
42.316,-71.105,78.0,69.0,0.0
42.354,-71.117,3408.0,2.0,266.0
42.317,-71.04,36.0,30.0,0.0
42.268,-71.227,1.0,0.0,0.0
42.364,-71.119,88.0,19.0,5748.0
42.354,-71.07,3275.0,32.0,2056.0
42.371,-71.11,267.0,0.0,3832.0
42.539,-71.164,1.0,0.0,0.0
42.419,-71.141,2.0,0.0,0.0
42.299,-71.061,1.0,2.0,0.0
42.295,-71.108,40.0,36.0,0.0
42.301,-71.125,206.0,15.0,0.0
42.35,-71.171,20.0,28.0,0.0
42.287,-71.144,6.0,17.0,0.0
42.36,-71.182,42.0,0.0,0.0
42.293,-71.102,138.0,11.0,0.0
42.373,-71.126,264.0,0.0,0.0
42.29,-71.106,104.0,25.0,0.0
42.355,-71.048,631.0,2.0,138.0
42.393,-71.118,72.0,0.0,1242.0
42.305,-71.283,5.0,0.0,0.0
42.41,-71.143,1.0,0.0,0.0
42.421,-71.165,22.0,0.0,0.0
42.347,-71.074,151.0,3.0,582.0
42.349,-71.098,1623.0,35.0,6960.0
42.397,-71.104,31.0,0.0,2540.0
42.261,-71.287,1.0,0.0,0.0
42.325,-71.34,18.0,0.0,0.0
42.336,-71.088,95.0,50.0,172.0
42.341,-71.123,52.0,0.0,70.0
42.58,-71.238,1.0,0.0,0.0
42.265,-71.269,3.0,0.0,0.0
42.321,-71.116,68.0,11.0,348.0
42.46,-71.044,52.0,0.0,0.0
42.38,-71.094,3.0,0.0,810.0
42.422,-71.007,13.0,0.0,0.0
42.337,-71.029,75.0,11.0,138.0
42.338,-71.02,75.0,5.0,46.0
42.27,-71.098,581.0,3.0,0.0
42.325,-71.356,29.0,0.0,0.0
42.431,-71.046,86.0,0.0,0.0
42.303,-71.048,1280.0,9.0,0.0
43.205,-71.536,1.0,0.0,0.0
42.287,-71.103,2.0,3.0,0.0
42.42,-71.132,2.0,0.0,0.0
42.327,-71.088,5.0,11.0,172.0
42.351,-71.058,193.0,0.0,34.0
42.302,-71.105,43.0,0.0,0.0
42.375,-71.145,18.0,0.0,0.0
42.448,-71.229,37.0,0.0,0.0
42.335,-71.11,28.0,5.0,956.0
42.255,-71.139,15.0,21.0,0.0
42.346,-71.118,24.0,0.0,9968.0
42.328,-71.057,23.0,8.0,54.0
42.396,-71.109,14.0,0.0,1256.0
42.399,-71.111,10.0,0.0,1175.0
42.299,-71.076,1.0,11.0,0.0
42.277,-71.046,102.0,0.0,0.0
42.272,-71.106,492.0,3.0,0.0
42.258,-71.111,5.0,0.0,0.0
42.339,-71.081,57.0,10.0,367.0
42.374,-71.135,13.0,0.0,0.0
42.412,-71.122,1.0,0.0,0.0
42.353,-71.161,12.0,1.0,0.0
42.332,-71.021,29.0,0.0,46.0
42.383,-71.07,42.0,28.0,810.0
42.421,-71.178,11.0,0.0,0.0
42.486,-70.87,15.0,0.0,0.0
42.288,-71.055,378.0,1.0,0.0
42.369,-71.079,7.0,0.0,270.0
42.288,-71.133,8.0,4.0,0.0
42.529,-71.159,3.0,0.0,0.0
42.258,-71.273,2.0,0.0,0.0
42.364,-71.057,730.0,9.0,30.0
42.342,-71.311,2.0,0.0,0.0
42.293,-71.043,2.0,0.0,0.0
42.361,-71.048,218.0,0.0,30.0
42.354,-71.078,1893.0,16.0,126.0
42.635,-71.314,6.0,0.0,0.0
42.31,-71.123,351.0,21.0,0.0
42.397,-71.105,20.0,0.0,2528.0
42.372,-71.052,96.0,0.0,190.0
42.361,-71.066,12983.0,29.0,294.0
42.358,-71.05,2124.0,42.0,102.0
42.305,-71.047,887.0,4.0,0.0
42.296,-71.106,614.0,28.0,0.0
42.374,-71.132,186.0,0.0,0.0
42.374,-71.052,20.0,97.0,380.0
42.348,-71.085,756.0,10.0,566.0
