latitude,longitude,runners,trees,pedestrians
42.332,-71.113,62.0,8.0,2406.0
42.339,-71.285,32.0,0.0,0.0
42.388,-71.109,20.0,0.0,2964.0
42.337,-71.109,79.0,19.0,2868.0
42.292,-71.109,1296.0,84.0,0.0
42.354,-71.061,107.0,0.0,110.0
42.369,-71.071,483.0,0.0,270.0
42.354,-71.139,157.0,7.0,0.0
42.281,-71.102,40.0,24.0,0.0
42.472,-71.101,1.0,0.0,0.0
42.402,-71.122,370.0,0.0,1040.0
42.341,-71.098,955.0,10.0,1012.0
42.333,-71.037,13.0,28.0,36.0
42.321,-71.102,70.0,44.0,348.0
42.352,-71.162,34.0,27.0,0.0
42.293,-71.051,3.0,5.0,0.0
42.345,-71.071,52.0,5.0,26.0
42.357,-71.076,4655.0,3.0,176.0
42.351,-71.169,15.0,18.0,0.0
42.468,-70.902,11.0,0.0,0.0
42.373,-71.057,1144.0,10.0,570.0
42.457,-71.067,8.0,0.0,0.0
42.36,-71.052,5432.0,23.0,10.0
42.37,-71.122,356.0,0.0,5714.0
42.335,-71.322,15.0,0.0,0.0
42.448,-71.139,2.0,0.0,0.0
42.401,-71.121,99.0,0.0,3192.0
42.334,-71.164,27.0,3.0,0.0
42.26,-71.136,72.0,0.0,0.0
42.284,-71.143,45.0,3.0,0.0
42.37,-71.036,2.0,13.0,612.0
42.377,-71.067,231.0,29.0,810.0
42.26,-71.103,12.0,0.0,0.0
42.299,-71.127,5.0,0.0,0.0
42.303,-71.099,13.0,33.0,0.0
42.363,-71.056,3018.0,5.0,10.0
42.317,-71.038,314.0,0.0,0.0
42.348,-71.039,75.0,4.0,46.0
42.247,-71.279,1.0,0.0,0.0
42.318,-71.082,17.0,7.0,0.0
42.272,-71.141,2.0,0.0,0.0
42.36,-71.132,1.0,40.0,0.0
42.427,-71.063,4.0,0.0,0.0
42.412,-71.085,1.0,0.0,0.0
42.289,-71.05,2.0,16.0,0.0
42.313,-71.123,964.0,47.0,0.0
42.349,-71.067,165.0,79.0,78.0
42.406,-71.115,1.0,0.0,0.0
42.459,-71.061,7.0,0.0,0.0
42.54,-71.165,3.0,0.0,0.0
42.475,-70.886,11.0,0.0,0.0
42.307,-71.11,92.0,38.0,0.0
42.288,-71.119,8.0,15.0,0.0
42.362,-71.114,21.0,0.0,3832.0
42.491,-71.154,3.0,0.0,0.0
42.285,-71.139,3.0,13.0,0.0
42.427,-71.036,7.0,0.0,0.0
42.379,-71.086,3.0,0.0,540.0
42.36,-71.055,6753.0,10.0,10.0
42.341,-71.057,64.0,3.0,18.0
42.354,-71.157,14.0,2.0,0.0
42.391,-71.113,19.0,0.0,2701.0
42.384,-71.131,6.0,0.0,0.0
42.337,-71.175,20.0,0.0,0.0
42.363,-71.052,483.0,16.0,10.0
42.337,-71.095,37.0,31.0,3036.0
42.38,-71.227,7.0,0.0,0.0
42.339,-71.137,264.0,0.0,0.0
42.288,-71.132,9.0,17.0,0.0
42.63,-71.31,5.0,0.0,0.0
43.148,-71.459,1.0,0.0,0.0
42.365,-71.052,276.0,37.0,20.0
42.367,-71.107,134.0,0.0,5748.0
42.359,-71.059,13637.0,4.0,104.0
42.48,-70.88,3.0,0.0,0.0
42.592,-71.281,1.0,0.0,0.0
42.461,-71.134,2.0,0.0,0.0
42.352,-71.101,321.0,5.0,35220.0
42.4,-71.113,22.0,0.0,2293.0
42.331,-71.206,29.0,0.0,0.0
42.363,-71.131,35.0,17.0,0.0
42.393,-71.086,2.0,0.0,270.0
42.392,-71.116,9.0,0.0,3861.0
42.362,-71.147,113.0,12.0,0.0
42.356,-71.065,1890.0,21.0,808.0
42.368,-71.069,276.0,24.0,84.0
42.41,-71.147,8.0,0.0,0.0
42.354,-71.1,5.0,0.0,7473.0
42.286,-71.148,468.0,17.0,0.0
42.352,-71.058,246.0,48.0,102.0
42.333,-71.028,8.0,6.0,78.0
42.588,-71.268,2.0,0.0,0.0
42.46,-71.041,11.0,0.0,0.0
42.288,-71.045,6.0,3.0,0.0
42.38,-71.127,20.0,0.0,0.0
42.346,-71.13,9.0,0.0,0.0
42.364,-71.085,1.0,0.0,8832.0
42.414,-71.152,32.0,0.0,0.0
42.355,-71.143,85.0,20.0,0.0
42.373,-71.07,239.0,16.0,810.0
42.278,-71.051,3.0,0.0,0.0
42.314,-71.047,173.0,20.0,0.0
42.574,-71.224,1.0,0.0,0.0
42.4,-71.112,26.0,0.0,2306.0
42.406,-71.142,23.0,0.0,0.0
42.323,-71.1,107.0,0.0,174.0
42.36,-71.064,338.0,21.0,98.0
42.86,-71.285,1.0,0.0,0.0
42.766,-71.218,1.0,0.0,0.0
42.368,-71.072,1475.0,0.0,540.0
42.326,-71.208,18.0,0.0,0.0
42.352,-71.068,1906.0,24.0,2418.0
42.358,-71.164,45.0,0.0,0.0
42.27,-71.066,17.0,0.0,0.0
42.445,-71.14,2.0,0.0,0.0
42.318,-71.208,1.0,0.0,0.0
42.349,-71.139,48.0,28.0,0.0
42.587,-71.115,1.0,0.0,0.0
42.27,-71.068,296.0,0.0,0.0
42.303,-71.112,26.0,21.0,0.0
42.374,-71.118,1.0,0.0,3699.0
42.295,-71.056,2.0,17.0,0.0
42.385,-71.102,16.0,0.0,3323.0
42.338,-71.03,797.0,2.0,46.0
42.282,-71.128,11.0,15.0,0.0
42.405,-71.126,3.0,0.0,0.0
42.266,-71.297,3.0,0.0,0.0
42.361,-71.077,882.0,0.0,8832.0
42.288,-71.137,10.0,7.0,0.0
42.448,-71.046,55.0,0.0,0.0
42.339,-71.074,112.0,18.0,216.0
42.382,-71.084,1.0,0.0,540.0
42.349,-71.068,17.0,19.0,608.0
42.397,-71.144,5.0,0.0,0.0
42.337,-71.036,352.0,6.0,96.0
42.393,-71.126,44.0,0.0,0.0
42.366,-71.142,12.0,0.0,0.0
42.376,-71.138,21.0,0.0,0.0
42.356,-71.18,7.0,0.0,0.0
42.326,-71.256,36.0,0.0,0.0
42.363,-71.099,246.0,0.0,3487.0
42.557,-71.186,1.0,0.0,0.0
42.361,-71.13,32.0,98.0,0.0
42.25,-71.14,59.0,0.0,0.0
42.389,-71.111,11.0,0.0,4265.0
42.41,-71.053,22.0,0.0,0.0
42.349,-71.106,38.0,50.0,2868.0
42.374,-71.115,43.0,0.0,3832.0
42.301,-71.051,5.0,9.0,0.0
42.355,-71.134,68.0,7.0,0.0
42.282,-71.055,1.0,20.0,0.0
42.389,-71.116,246.0,0.0,4087.0
42.31,-71.036,1.0,0.0,0.0
42.343,-71.076,8.0,73.0,201.0
42.274,-71.139,5.0,24.0,0.0
42.297,-71.096,206.0,0.0,0.0
42.348,-71.14,2.0,1.0,0.0
42.369,-71.151,69.0,0.0,0.0
42.376,-71.125,21.0,0.0,0.0
42.398,-71.134,36.0,0.0,0.0
42.287,-71.147,6.0,3.0,0.0
43.075,-71.456,1.0,0.0,0.0
42.309,-71.278,20.0,0.0,0.0
42.25,-71.122,546.0,1.0,0.0
42.349,-71.109,39.0,1.0,25436.0
42.419,-71.086,1.0,0.0,0.0
42.331,-71.146,36.0,0.0,0.0
42.334,-71.116,1.0,0.0,2868.0
42.326,-71.124,23.0,0.0,35.0
42.454,-70.975,11.0,0.0,0.0
42.376,-71.053,42.0,37.0,380.0
42.335,-71.053,6.0,2.0,18.0
42.589,-71.277,1.0,0.0,0.0
42.371,-71.111,341.0,0.0,3832.0
42.327,-71.083,34.0,16.0,172.0
42.33,-71.137,19.0,0.0,0.0
42.341,-71.127,170.0,0.0,0.0
42.368,-71.131,11.0,20.0,0.0
42.284,-71.041,243.0,20.0,0.0
42.35,-71.074,219.0,2.0,1112.0
42.402,-71.146,25.0,0.0,0.0
42.339,-71.106,9.0,38.0,1912.0
42.238,-71.132,74.0,11.0,0.0
42.264,-71.141,195.0,0.0,0.0
42.387,-71.073,1.0,3.0,270.0
42.432,-71.145,1.0,0.0,0.0
42.342,-71.069,80.0,12.0,52.0
42.413,-71.14,1.0,0.0,0.0
42.344,-71.143,60.0,14.0,0.0
42.304,-71.286,1.0,0.0,0.0
42.524,-71.16,2.0,0.0,0.0
42.42,-71.142,7.0,0.0,0.0
42.315,-71.117,1.0,36.0,0.0
42.365,-71.184,23.0,0.0,0.0
42.304,-71.059,24.0,7.0,0.0
42.352,-71.112,2789.0,83.0,12703.0
42.359,-71.177,55.0,0.0,0.0
42.326,-71.114,3.0,0.0,2034.0
42.341,-71.035,616.0,1.0,46.0
42.589,-71.263,1.0,0.0,0.0
42.335,-71.036,123.0,0.0,18.0
42.303,-71.049,17.0,26.0,0.0
42.293,-71.111,2.0,14.0,0.0
42.363,-71.112,17.0,0.0,1916.0
42.337,-71.318,6.0,0.0,0.0
42.465,-71.132,1.0,0.0,0.0
42.336,-71.194,15.0,0.0,0.0
42.46,-70.934,9.0,0.0,0.0
42.372,-71.133,339.0,7.0,0.0
42.271,-71.071,5.0,0.0,0.0
42.295,-71.132,325.0,21.0,0.0
42.32,-71.113,36.0,1.0,174.0
42.341,-71.086,18.0,3.0,410.0
42.256,-71.138,108.0,0.0,0.0
42.43,-71.057,9.0,0.0,0.0
42.288,-71.107,529.0,2.0,0.0
42.324,-71.345,8.0,0.0,0.0
42.272,-71.105,67.0,3.0,0.0
42.331,-71.248,21.0,0.0,0.0
42.404,-71.147,43.0,0.0,0.0
42.336,-71.153,29.0,44.0,0.0
42.322,-71.101,80.0,27.0,522.0
42.351,-71.093,2342.0,6.0,6942.0
42.372,-71.124,5.0,0.0,877.0
42.553,-71.181,4.0,0.0,0.0
42.4,-71.063,2.0,0.0,540.0
42.353,-71.063,1016.0,4.0,220.0
42.466,-71.146,3.0,0.0,0.0
42.332,-71.12,2.0,0.0,2044.0
42.39,-71.104,30.0,0.0,1456.0
42.453,-70.977,10.0,0.0,0.0
42.481,-71.127,1.0,0.0,0.0
42.407,-71.056,12.0,0.0,0.0
42.325,-71.344,31.0,0.0,0.0
42.355,-71.102,24.0,0.0,17903.0
42.327,-71.334,26.0,0.0,0.0
42.343,-71.043,41.0,5.0,138.0
42.456,-71.048,28.0,0.0,0.0
42.337,-71.039,7.0,3.0,54.0
42.294,-71.22,1.0,0.0,0.0
42.375,-71.148,15.0,0.0,0.0
42.344,-71.061,68.0,34.0,36.0
42.346,-71.067,54.0,69.0,78.0
42.347,-71.041,164.0,19.0,92.0
42.365,-71.108,26.0,0.0,3832.0
42.476,-70.885,1.0,0.0,0.0
42.341,-71.119,14.0,0.0,2671.0
42.281,-71.047,525.0,50.0,0.0
42.588,-71.27,2.0,0.0,0.0
42.414,-71.084,1.0,0.0,0.0
42.252,-71.119,413.0,2.0,0.0
42.363,-71.062,817.0,1.0,98.0
42.352,-71.175,48.0,1.0,0.0
42.32,-71.11,5.0,0.0,174.0
42.369,-71.126,2191.0,24.0,0.0
42.418,-71.046,15.0,0.0,0.0
42.379,-71.092,2.0,0.0,540.0
42.338,-71.108,67.0,3.0,956.0
42.372,-71.129,11.0,1.0,0.0
42.356,-71.094,311.0,0.0,5172.0
42.636,-71.315,43.0,0.0,0.0
42.36,-71.082,874.0,0.0,2944.0
42.265,-71.141,245.0,0.0,0.0
42.421,-71.18,11.0,0.0,0.0
42.478,-71.151,3.0,0.0,0.0
42.259,-71.103,481.0,0.0,0.0
42.527,-71.151,2.0,0.0,0.0
42.259,-71.275,2.0,0.0,0.0
42.432,-71.026,12.0,0.0,0.0
42.283,-71.072,429.0,16.0,0.0
42.341,-71.109,1032.0,12.0,956.0
42.344,-71.094,6.0,56.0,4640.0
42.337,-71.009,7.0,0.0,612.0
42.378,-71.106,1090.0,0.0,1916.0
42.642,-71.31,13.0,0.0,0.0
42.323,-71.201,1.0,0.0,0.0
42.323,-71.121,19.0,0.0,1660.0
42.313,-71.04,2.0,5.0,0.0
42.389,-71.141,1.0,0.0,0.0
42.337,-71.219,1.0,0.0,0.0
42.301,-71.118,133.0,8.0,0.0
42.362,-71.148,87.0,0.0,0.0
42.371,-71.059,90.0,60.0,380.0
42.287,-71.038,3.0,0.0,0.0
42.292,-71.08,325.0,4.0,0.0
42.462,-70.93,11.0,0.0,0.0
42.346,-71.087,160.0,24.0,1698.0
42.373,-71.205,14.0,0.0,0.0
42.262,-71.245,3.0,0.0,0.0
42.338,-71.198,13.0,0.0,0.0
42.231,-71.031,1.0,0.0,0.0
42.365,-71.137,62.0,19.0,0.0
42.298,-71.121,1097.0,0.0,0.0
42.437,-70.993,9.0,0.0,0.0
42.525,-71.149,1.0,0.0,0.0
42.332,-71.072,2.0,1.0,108.0
42.289,-71.11,1.0,5.0,0.0
42.329,-71.246,14.0,0.0,0.0
42.359,-71.157,88.0,10.0,0.0
42.301,-71.205,1.0,0.0,0.0
42.372,-71.093,8.0,0.0,2488.0
42.338,-71.287,31.0,0.0,0.0
42.365,-71.049,4.0,14.0,20.0
42.338,-71.317,9.0,0.0,0.0
42.353,-71.057,1213.0,9.0,68.0
42.274,-71.062,10.0,0.0,0.0
42.43,-71.145,4.0,0.0,0.0
42.288,-71.046,2.0,5.0,0.0
42.35,-71.071,110.0,7.0,1112.0
42.355,-71.044,1865.0,0.0,138.0
42.297,-71.117,48.0,55.0,0.0
42.338,-71.095,156.0,10.0,1012.0
42.323,-71.354,18.0,0.0,0.0
42.503,-71.159,4.0,0.0,0.0
42.341,-71.052,1.0,16.0,18.0
42.277,-71.055,402.0,16.0,0.0
42.342,-71.1,6.0,45.0,2024.0
42.319,-71.051,40.0,9.0,0.0
42.378,-71.122,8.0,0.0,1586.0
42.364,-71.124,88.0,52.0,2874.0
42.35,-71.09,85.0,19.0,14140.0
42.357,-71.057,1483.0,0.0,92.0
42.373,-71.128,2003.0,17.0,0.0
42.463,-70.949,16.0,0.0,0.0
42.468,-70.9,13.0,0.0,0.0
42.341,-71.095,19.0,12.0,1012.0
42.363,-71.084,942.0,0.0,2944.0
42.348,-71.08,198.0,0.0,126.0
42.247,-71.126,191.0,18.0,0.0
42.412,-71.152,3.0,0.0,0.0
42.417,-71.139,6.0,0.0,0.0
42.336,-71.112,188.0,0.0,1912.0
42.362,-71.075,1434.0,0.0,5888.0
42.339,-71.046,51.0,11.0,36.0
42.631,-71.312,3.0,0.0,0.0
42.35,-71.108,1329.0,76.0,15867.0
42.332,-71.1,26.0,14.0,3128.0
42.42,-71.044,16.0,0.0,0.0
42.623,-71.302,1.0,0.0,0.0
42.329,-71.084,46.0,9.0,86.0
42.359,-71.154,50.0,21.0,0.0
42.302,-71.123,875.0,6.0,0.0
42.355,-71.116,5.0,0.0,3273.0
42.38,-71.096,36.0,0.0,810.0
42.366,-71.057,315.0,13.0,190.0
42.253,-71.039,1.0,0.0,0.0
42.322,-71.112,20.0,28.0,2305.0
42.513,-71.161,3.0,0.0,0.0
42.347,-71.099,274.0,5.0,4640.0
42.338,-71.085,98.0,18.0,86.0
42.337,-71.047,33.0,40.0,54.0
43.131,-71.446,1.0,0.0,0.0
42.357,-71.149,44.0,4.0,0.0
42.375,-71.057,77.0,3.0,190.0
42.333,-71.179,5.0,0.0,0.0
42.35,-71.112,314.0,16.0,26115.0
42.349,-71.103,589.0,81.0,5992.0
42.348,-71.047,159.0,0.0,46.0
42.332,-71.124,3.0,0.0,35.0
42.49,-70.865,12.0,0.0,0.0
42.297,-71.201,2.0,0.0,0.0
42.387,-71.108,18.0,0.0,1517.0
42.588,-71.256,2.0,0.0,0.0
42.338,-71.209,16.0,0.0,0.0
42.361,-71.149,54.0,3.0,0.0
42.337,-71.093,29.0,64.0,3036.0
42.374,-71.031,12.0,39.0,408.0
42.364,-71.109,30.0,0.0,5748.0
42.348,-71.101,788.0,3.0,7055.0
42.467,-70.912,8.0,0.0,0.0
42.341,-71.054,84.0,0.0,18.0
42.35,-71.068,36.0,4.0,1112.0
42.289,-71.047,500.0,11.0,0.0
42.292,-71.077,492.0,2.0,0.0
42.373,-71.131,345.0,24.0,0.0
42.462,-70.929,12.0,0.0,0.0
42.644,-71.132,1.0,0.0,0.0
42.347,-71.066,246.0,9.0,52.0
42.379,-71.117,28.0,0.0,3356.0
42.319,-71.117,18.0,32.0,0.0
42.333,-71.13,31.0,0.0,0.0
42.321,-71.122,600.0,9.0,3123.0
42.338,-71.318,7.0,0.0,0.0
42.325,-71.199,1.0,0.0,0.0
42.359,-71.07,457.0,60.0,8212.0
42.293,-71.045,419.0,2.0,0.0
42.355,-71.127,20.0,57.0,0.0
42.305,-71.112,33.0,36.0,0.0
42.328,-71.117,3.0,0.0,5993.0
42.323,-71.083,21.0,3.0,86.0
43.085,-71.461,1.0,0.0,0.0
42.405,-71.064,67.0,0.0,0.0
42.336,-71.077,28.0,3.0,216.0
42.89,-71.311,1.0,0.0,0.0
42.341,-71.294,23.0,0.0,0.0
42.351,-71.049,318.0,9.0,46.0
42.361,-71.116,918.0,0.0,5748.0
42.351,-71.085,323.0,34.0,4676.0
42.332,-71.159,30.0,11.0,0.0
42.325,-71.088,6.0,27.0,478.0
42.343,-71.099,22.0,34.0,5652.0
42.348,-71.068,234.0,4.0,26.0
42.374,-71.101,790.0,0.0,3832.0
42.269,-71.096,652.0,9.0,0.0
42.306,-71.088,1.0,17.0,0.0
42.586,-71.251,2.0,0.0,0.0
42.286,-71.383,1.0,0.0,0.0
42.339,-71.315,2.0,0.0,0.0
42.362,-71.088,1.0,0.0,5172.0
42.319,-71.112,137.0,36.0,0.0
42.324,-71.351,8.0,0.0,0.0
42.337,-71.113,12.0,0.0,2868.0
42.33,-71.268,10.0,0.0,0.0
42.525,-71.103,1.0,0.0,0.0
42.259,-71.11,249.0,0.0,0.0
42.469,-71.131,2.0,0.0,0.0
42.375,-71.138,64.0,0.0,0.0
42.299,-71.059,6.0,5.0,0.0
42.451,-70.978,7.0,0.0,0.0
42.287,-71.055,4.0,1.0,0.0
42.365,-71.09,1311.0,0.0,5172.0
42.324,-71.116,1.0,0.0,3710.0
42.39,-71.097,5.0,0.0,270.0
42.526,-71.151,2.0,0.0,0.0
42.508,-71.104,1.0,0.0,0.0
42.337,-71.034,69.0,33.0,138.0
42.212,-71.02,3.0,0.0,0.0
42.364,-71.05,85.0,68.0,30.0
42.333,-71.11,19.0,18.0,5240.0
42.539,-71.165,2.0,0.0,0.0
42.401,-71.062,5.0,0.0,810.0
42.353,-71.04,71.0,0.0,92.0
42.323,-71.049,52.0,15.0,18.0
42.274,-71.108,18.0,20.0,0.0
42.325,-71.057,21.0,32.0,54.0
42.281,-71.036,6.0,0.0,0.0
42.346,-71.079,26.0,82.0,662.0
42.359,-71.054,2216.0,7.0,20.0
42.351,-71.105,3071.0,37.0,956.0
42.369,-71.102,46.0,0.0,1916.0
42.373,-71.121,46.0,0.0,5431.0
42.352,-71.081,350.0,29.0,378.0
42.375,-71.09,25.0,0.0,270.0
42.29,-71.044,1.0,3.0,0.0
42.335,-71.075,16.0,1.0,108.0
42.343,-71.058,49.0,55.0,54.0
42.334,-71.036,20.0,4.0,54.0
42.465,-71.145,1.0,0.0,0.0
42.374,-71.07,57.0,29.0,540.0
42.338,-71.142,107.0,0.0,0.0
42.339,-71.019,212.0,33.0,171.0
42.344,-71.073,9.0,38.0,52.0
42.296,-71.092,9.0,15.0,0.0
42.365,-71.068,80.0,20.0,84.0
42.361,-71.064,16652.0,53.0,294.0
42.328,-71.263,22.0,0.0,0.0
42.271,-71.101,256.0,0.0,0.0
42.331,-71.187,12.0,0.0,0.0
42.384,-71.109,341.0,0.0,1613.0
42.545,-71.163,3.0,0.0,0.0
42.368,-71.123,2423.0,2.0,3832.0
42.393,-71.113,29.0,0.0,1294.0
42.529,-71.154,1.0,0.0,0.0
42.35,-71.088,307.0,54.0,9352.0
42.332,-71.111,13.0,0.0,2514.0
42.527,-71.159,2.0,0.0,0.0
42.305,-71.059,27.0,2.0,0.0
42.332,-71.155,9.0,6.0,0.0
42.356,-71.058,445.0,0.0,184.0
42.355,-71.126,11.0,86.0,0.0
42.339,-71.208,10.0,0.0,0.0
42.35,-71.149,10.0,4.0,0.0
42.374,-71.067,82.0,66.0,198.0
42.345,-71.033,742.0,2.0,46.0
42.28,-71.034,11.0,0.0,0.0
42.321,-71.04,6.0,0.0,36.0
42.324,-71.35,23.0,0.0,0.0
42.342,-71.151,1.0,21.0,0.0
42.293,-71.127,1.0,11.0,0.0
42.298,-71.127,4.0,41.0,0.0
42.373,-71.201,20.0,0.0,0.0
42.305,-71.103,43.0,2.0,0.0
42.262,-71.098,451.0,0.0,0.0
42.33,-71.249,30.0,0.0,0.0
42.46,-70.968,7.0,0.0,0.0
42.44,-71.145,6.0,0.0,0.0
42.338,-71.288,46.0,0.0,0.0
42.29,-71.103,8.0,0.0,0.0
42.29,-71.147,517.0,36.0,0.0
42.36,-71.121,55.0,17.0,1916.0
42.339,-71.052,36.0,12.0,36.0
42.361,-71.138,83.0,17.0,0.0
42.281,-71.071,601.0,10.0,0.0
42.347,-71.098,170.0,3.0,4640.0
42.243,-71.126,457.0,52.0,0.0
42.323,-71.085,16.0,10.0,86.0
42.369,-71.06,2206.0,0.0,190.0
42.284,-71.129,15.0,8.0,0.0
42.361,-71.156,21.0,0.0,0.0
42.383,-71.073,60.0,12.0,810.0
42.345,-71.112,292.0,0.0,4556.0
42.375,-71.109,52.0,0.0,1916.0
42.431,-70.997,9.0,0.0,0.0
42.381,-71.112,24.0,0.0,1686.0
42.334,-71.112,667.0,50.0,2868.0
42.287,-71.058,185.0,19.0,0.0
42.363,-71.14,19.0,19.0,0.0
42.349,-71.035,3.0,2.0,138.0
42.288,-71.057,254.0,2.0,0.0
42.461,-70.931,20.0,0.0,0.0
42.356,-71.15,41.0,34.0,0.0
42.36,-71.138,9.0,30.0,0.0
42.367,-71.137,145.0,0.0,0.0
42.263,-71.24,4.0,0.0,0.0
42.522,-71.159,2.0,0.0,0.0
42.335,-71.089,99.0,11.0,86.0
42.319,-71.047,3.0,11.0,0.0
42.394,-71.102,26.0,0.0,2718.0
42.26,-71.135,347.0,0.0,0.0
42.345,-71.029,23.0,0.0,46.0
42.352,-71.104,58.0,0.0,19709.0
42.339,-71.085,6.0,24.0,820.0
42.259,-71.133,2.0,0.0,0.0
42.323,-71.052,2.0,7.0,18.0
42.397,-71.127,13.0,0.0,0.0
42.459,-71.102,1.0,0.0,0.0
42.347,-71.043,538.0,3.0,92.0
42.462,-70.965,11.0,0.0,0.0
42.359,-71.155,67.0,8.0,0.0
42.426,-71.012,3.0,0.0,0.0
42.296,-71.128,443.0,11.0,0.0
42.341,-71.104,3.0,9.0,956.0
42.359,-71.087,3356.0,0.0,5172.0
42.413,-71.149,13.0,0.0,0.0
42.427,-71.014,22.0,0.0,0.0
42.257,-71.14,10.0,6.0,0.0
43.053,-71.438,1.0,0.0,0.0
42.351,-71.068,191.0,0.0,556.0
42.385,-71.093,72.0,0.0,540.0
42.429,-71.067,8.0,0.0,0.0
42.353,-71.053,940.0,7.0,92.0
42.396,-71.065,21.0,0.0,270.0
42.448,-70.982,14.0,0.0,0.0
42.368,-71.119,1065.0,3.0,3832.0
42.314,-71.042,80.0,20.0,0.0
42.346,-71.091,425.0,84.0,1698.0
42.222,-71.031,1.0,0.0,0.0
42.32,-71.082,23.0,2.0,130.0
42.269,-71.219,4.0,0.0,0.0
42.36,-71.063,776.0,14.0,98.0
42.357,-71.051,2381.0,20.0,46.0
42.992,-71.379,1.0,0.0,0.0
42.36,-71.18,49.0,0.0,0.0
42.319,-71.057,33.0,9.0,0.0
42.578,-71.233,1.0,0.0,0.0
42.274,-71.14,646.0,9.0,0.0
42.34,-71.086,2.0,9.0,1230.0
42.283,-71.044,345.0,51.0,0.0
42.342,-71.148,9.0,27.0,0.0
42.513,-71.142,3.0,0.0,0.0
42.398,-71.133,58.0,0.0,0.0
42.313,-71.273,2.0,0.0,0.0
42.367,-71.054,285.0,11.0,480.0
42.407,-71.055,10.0,0.0,0.0
42.367,-71.078,9.0,0.0,810.0
42.351,-71.042,65.0,0.0,46.0
42.329,-71.225,33.0,0.0,0.0
42.259,-71.274,1.0,0.0,0.0
42.353,-71.086,8469.0,7.0,10736.0
42.303,-71.06,15.0,6.0,0.0
42.348,-71.137,32.0,2.0,0.0
42.302,-71.206,1.0,0.0,0.0
42.338,-71.01,44.0,0.0,204.0
42.332,-71.028,913.0,10.0,18.0
42.297,-71.091,25.0,87.0,0.0
42.365,-71.074,57.0,0.0,3214.0
42.29,-71.104,4.0,0.0,0.0
42.302,-71.104,1.0,0.0,0.0
42.345,-71.081,141.0,16.0,410.0
42.367,-71.037,1.0,19.0,612.0
42.296,-71.08,618.0,0.0,0.0
42.385,-71.113,330.0,0.0,3060.0
42.398,-71.123,114.0,0.0,3288.0
42.347,-71.117,27.0,0.0,7489.0
42.236,-71.126,211.0,58.0,0.0
42.339,-71.24,19.0,0.0,0.0
42.244,-71.126,487.0,21.0,0.0
42.274,-71.141,498.0,3.0,0.0
42.399,-71.107,10.0,0.0,1201.0
42.334,-71.081,61.0,36.0,324.0
42.297,-71.125,5.0,20.0,0.0
42.371,-71.099,5.0,0.0,4984.0
42.327,-71.126,7.0,0.0,0.0
42.351,-71.084,428.0,14.0,4594.0
42.365,-71.146,73.0,0.0,0.0
42.516,-71.144,4.0,0.0,0.0
42.34,-71.235,1.0,0.0,0.0
42.379,-71.105,1.0,0.0,3803.0
42.278,-71.044,84.0,0.0,0.0
42.292,-71.057,1.0,8.0,0.0
42.391,-71.114,19.0,0.0,2680.0
42.38,-71.224,24.0,0.0,0.0
42.417,-71.14,2.0,0.0,0.0
42.354,-71.138,233.0,4.0,0.0
42.364,-71.097,34.0,0.0,7758.0
42.318,-71.125,2.0,20.0,0.0
42.368,-71.053,80.0,1.0,380.0
42.366,-71.119,14.0,3.0,1916.0
42.262,-71.27,3.0,0.0,0.0
42.321,-71.051,16.0,7.0,36.0
42.243,-71.127,2.0,47.0,0.0
42.328,-71.242,11.0,0.0,0.0
42.33,-71.2,1.0,0.0,0.0
42.289,-71.148,11.0,23.0,0.0
42.377,-71.096,134.0,0.0,2658.0
42.361,-71.075,2179.0,0.0,8832.0
42.368,-71.121,2294.0,6.0,3832.0
42.336,-71.126,87.0,0.0,0.0
42.33,-71.143,13.0,0.0,0.0
42.255,-71.117,20.0,10.0,0.0
42.399,-71.108,13.0,0.0,1195.0
42.327,-71.333,4.0,0.0,0.0
42.981,-71.37,1.0,0.0,0.0
42.412,-71.051,18.0,0.0,0.0
42.34,-71.27,68.0,0.0,0.0
42.968,-71.364,1.0,0.0,0.0
42.302,-71.101,19.0,5.0,0.0
43.096,-71.453,1.0,0.0,0.0
42.274,-71.075,5.0,15.0,0.0
42.322,-71.091,5.0,50.0,522.0
42.352,-71.064,428.0,2.0,330.0
42.248,-71.268,2.0,0.0,0.0
42.438,-71.067,7.0,0.0,0.0
42.368,-71.056,1359.0,32.0,380.0
42.261,-71.259,1.0,0.0,0.0
42.403,-71.146,27.0,0.0,0.0
42.33,-71.134,21.0,0.0,0.0
42.381,-71.228,4.0,0.0,0.0
42.307,-71.206,1.0,0.0,0.0
42.382,-71.14,7.0,0.0,0.0
42.328,-71.112,100.0,31.0,6681.0
42.355,-71.045,1641.0,2.0,138.0
42.332,-71.184,8.0,0.0,0.0
42.377,-71.054,3.0,9.0,570.0
42.366,-71.086,51.0,0.0,2944.0
42.373,-71.204,14.0,0.0,0.0
42.426,-71.067,7.0,0.0,0.0
42.428,-71.06,54.0,0.0,0.0
42.367,-71.091,5.0,0.0,7758.0
42.336,-71.191,18.0,0.0,0.0
42.396,-71.118,31.0,0.0,1179.0
43.125,-71.443,1.0,0.0,0.0
42.37,-71.078,27.0,0.0,810.0
42.583,-71.242,1.0,0.0,0.0
42.247,-71.136,133.0,0.0,0.0
42.358,-71.165,50.0,9.0,0.0
42.381,-71.108,389.0,0.0,1750.0
42.342,-71.108,78.0,9.0,1912.0
