latitude,longitude,frequency,logFreq
42.371,-71.1174,958,2.981365509
42.3655,-71.1149,958,2.981365509
42.3645,-71.1054,958,2.981365509
42.364,-71.1184,958,2.981365509
42.368,-71.1159,958,2.981365509
42.3715,-71.1059,958,2.981365509
42.3645,-71.1064,958,2.981365509
42.362,-71.1094,958,2.981365509
42.375,-71.1089,958,2.981365509
42.377,-71.1049,958,2.981365509
42.36,-71.1144,958,2.981365509
42.355,-71.1164,958,2.981365509
42.369,-71.1159,958,2.981365509
42.3675,-71.1174,958,2.981365509
42.3705,-71.1049,958,2.981365509
42.37,-71.1149,958,2.981365509
42.364,-71.1179,958,2.981365509
42.3655,-71.1049,958,2.981365509
42.3675,-71.1179,958,2.981365509
42.364,-71.1089,958,2.981365509
42.369,-71.1179,958,2.981365509
42.3705,-71.1019,958,2.981365509
42.365,-71.1124,958,2.981365509
42.366,-71.1034,958,2.981365509
42.361,-71.1174,958,2.981365509
42.366,-71.1079,958,2.981365509
42.3675,-71.1119,958,2.981365509
42.3715,-71.1129,958,2.981365509
42.3585,-71.1179,958,2.981365509
42.3635,-71.1239,958,2.981365509
42.3695,-71.1169,958,2.981365509
42.3685,-71.1224,958,2.981365509
42.367,-71.1164,958,2.981365509
42.378,-71.0994,958,2.981365509
42.367,-71.1049,958,2.981365509
42.3645,-71.1124,958,2.981365509
42.362,-71.1149,958,2.981365509
42.3675,-71.1149,958,2.981365509
42.3625,-71.1204,958,2.981365509
42.373,-71.1124,958,2.981365509
42.374,-71.1154,958,2.981365509
42.3555,-71.1219,958,2.981365509
42.369,-71.1099,958,2.981365509
42.3685,-71.1094,958,2.981365509
42.3725,-71.1129,958,2.981365509
42.3675,-71.1129,958,2.981365509
42.3745,-71.1014,958,2.981365509
42.3745,-71.1029,958,2.981365509
42.379,-71.0989,958,2.981365509
42.3585,-71.1209,958,2.981365509
42.358,-71.1234,958,2.981365509
42.3755,-71.1044,958,2.981365509
42.3715,-71.1164,958,2.981365509
42.3695,-71.1214,958,2.981365509
42.368,-71.1109,958,2.981365509
42.3695,-71.1194,958,2.981365509
42.3755,-71.1004,958,2.981365509
42.377,-71.1034,958,2.981365509
42.368,-71.1099,958,2.981365509
42.371,-71.1144,958,2.981365509
42.3555,-71.1194,958,2.981365509
42.3595,-71.1149,958,2.981365509
42.374,-71.1029,958,2.981365509
42.3675,-71.1114,958,2.981365509
42.3625,-71.1104,958,2.981365509
42.3705,-71.1214,958,2.981365509
42.367,-71.1114,958,2.981365509
42.3685,-71.1209,958,2.981365509
42.3645,-71.1224,958,2.981365509
42.365,-71.1079,958,2.981365509
42.3615,-71.1159,958,2.981365509
42.3715,-71.1154,958,2.981365509
42.3675,-71.1044,958,2.981365509
42.361,-71.1119,958,2.981365509
42.366,-71.1199,958,2.981365509
42.3525,-71.1199,958,2.981365509
42.371,-71.1164,958,2.981365509
42.371,-71.1044,958,2.981365509
42.371,-71.1069,958,2.981365509
42.3735,-71.1129,958,2.981365509
42.376,-71.1079,958,2.981365509
42.3665,-71.1204,958,2.981365509
42.3655,-71.1124,958,2.981365509
42.377,-71.1044,958,2.981365509
42.3725,-71.1094,958,2.981365509
42.3735,-71.1074,958,2.981365509
42.372,-71.1074,958,2.981365509
42.3635,-71.1129,958,2.981365509
42.3765,-71.1029,958,2.981365509
42.3675,-71.1054,958,2.981365509
42.369,-71.1229,958,2.981365509
42.36,-71.1169,958,2.981365509
42.3735,-71.0994,958,2.981365509
42.3565,-71.1154,958,2.981365509
42.376,-71.1009,958,2.981365509
42.36,-71.1189,958,2.981365509
42.376,-71.1019,958,2.981365509
42.373,-71.1159,958,2.981365509
42.3755,-71.1059,958,2.981365509
42.375,-71.1144,958,2.981365509
42.3665,-71.1054,958,2.981365509
42.3685,-71.1059,958,2.981365509
42.3715,-71.1069,958,2.981365509
42.3615,-71.1119,958,2.981365509
42.3705,-71.1124,958,2.981365509
42.371,-71.1049,958,2.981365509
42.359,-71.1119,958,2.981365509
42.361,-71.1109,958,2.981365509
42.37,-71.1084,958,2.981365509
42.3635,-71.1149,958,2.981365509
42.3795,-71.0984,958,2.981365509
42.3765,-71.1004,958,2.981365509
42.3765,-71.1009,958,2.981365509
42.365,-71.1129,958,2.981365509
42.3765,-71.1084,958,2.981365509
42.377,-71.1054,958,2.981365509
42.362,-71.1109,958,2.981365509
42.3675,-71.1134,958,2.981365509
42.3765,-71.0989,958,2.981365509
42.3725,-71.1159,958,2.981365509
42.3635,-71.1059,958,2.981365509
42.3645,-71.1059,958,2.981365509
42.376,-71.1094,958,2.981365509
42.3675,-71.1079,958,2.981365509
42.366,-71.1119,958,2.981365509
42.369,-71.1124,958,2.981365509
42.358,-71.1174,958,2.981365509
42.372,-71.1044,958,2.981365509
42.3755,-71.1129,958,2.981365509
42.365,-71.1084,958,2.981365509
42.3785,-71.1029,958,2.981365509
42.367,-71.1039,958,2.981365509
42.363,-71.1179,958,2.981365509
42.377,-71.1069,958,2.981365509
42.3575,-71.1169,958,2.981365509
42.359,-71.1144,958,2.981365509
42.368,-71.1104,958,2.981365509
42.359,-71.1214,958,2.981365509
42.3645,-71.1239,958,2.981365509
42.368,-71.1219,958,2.981365509
42.3755,-71.1089,958,2.981365509
42.3685,-71.1199,958,2.981365509
42.376,-71.0999,958,2.981365509
42.3675,-71.1219,958,2.981365509
42.3595,-71.1229,958,2.981365509
42.3765,-71.1109,958,2.981365509
42.3715,-71.1179,958,2.981365509
42.368,-71.1054,958,2.981365509
42.367,-71.1124,958,2.981365509
42.3725,-71.1114,958,2.981365509
42.363,-71.1139,958,2.981365509
42.3645,-71.1084,958,2.981365509
42.3645,-71.1179,958,2.981365509
42.367,-71.1034,958,2.981365509
42.368,-71.1019,958,2.981365509
42.375,-71.1074,958,2.981365509
42.3705,-71.1069,958,2.981365509
42.376,-71.1054,958,2.981365509
42.372,-71.1029,958,2.981365509
42.362,-71.1189,958,2.981365509
42.3635,-71.1184,958,2.981365509
42.3775,-71.1074,958,2.981365509
42.378,-71.1049,958,2.981365509
42.3555,-71.1179,958,2.981365509
42.3635,-71.1199,958,2.981365509
42.365,-71.1039,958,2.981365509
42.365,-71.1044,958,2.981365509
42.3665,-71.1154,958,2.981365509
42.359,-71.1149,958,2.981365509
42.3675,-71.1169,958,2.981365509
42.3725,-71.1149,958,2.981365509
42.3785,-71.1019,958,2.981365509
42.358,-71.1139,958,2.981365509
42.365,-71.1054,958,2.981365509
42.367,-71.1044,958,2.981365509
42.356,-71.1204,958,2.981365509
42.3725,-71.1174,958,2.981365509
42.3755,-71.1009,958,2.981365509
42.3605,-71.1209,958,2.981365509
42.3705,-71.1079,958,2.981365509
42.3715,-71.1094,958,2.981365509
42.371,-71.1159,958,2.981365509
42.3615,-71.1089,958,2.981365509
42.378,-71.0984,958,2.981365509
42.3565,-71.1224,958,2.981365509
42.373,-71.1009,958,2.981365509
42.361,-71.1149,958,2.981365509
42.364,-71.1174,958,2.981365509
42.37,-71.1109,958,2.981365509
42.3615,-71.1124,958,2.981365509
42.368,-71.1119,958,2.981365509
42.3565,-71.1184,958,2.981365509
42.368,-71.1039,958,2.981365509
42.3545,-71.1184,958,2.981365509
42.372,-71.1119,958,2.981365509
42.366,-71.1204,958,2.981365509
42.3735,-71.0999,958,2.981365509
42.3685,-71.1099,958,2.981365509
42.364,-71.1054,958,2.981365509
42.371,-71.1034,958,2.981365509
42.3575,-71.1164,958,2.981365509
42.359,-71.1204,958,2.981365509
42.357,-71.1199,958,2.981365509
42.369,-71.1039,958,2.981365509
42.3705,-71.1099,958,2.981365509
42.364,-71.1129,958,2.981365509
42.371,-71.1079,958,2.981365509
42.3665,-71.1214,958,2.981365509
42.3665,-71.1109,958,2.981365509
42.371,-71.1104,958,2.981365509
42.3755,-71.1109,958,2.981365509
42.3615,-71.1194,958,2.981365509
42.3575,-71.1199,958,2.981365509
42.371,-71.1024,958,2.981365509
42.374,-71.1119,958,2.981365509
42.3695,-71.1044,958,2.981365509
42.3655,-71.1239,958,2.981365509
42.3735,-71.1159,958,2.981365509
42.373,-71.1094,958,2.981365509
42.365,-71.1204,958,2.981365509
42.3735,-71.1149,958,2.981365509
42.369,-71.1104,958,2.981365509
42.375,-71.1129,958,2.981365509
42.369,-71.1149,958,2.981365509
42.3735,-71.1139,958,2.981365509
42.3625,-71.1164,958,2.981365509
42.3555,-71.1224,958,2.981365509
42.365,-71.1224,958,2.981365509
42.363,-71.1224,958,2.981365509
42.3575,-71.1144,958,2.981365509
42.367,-71.1144,958,2.981365509
42.372,-71.1014,958,2.981365509
42.3575,-71.1214,958,2.981365509
42.358,-71.1184,958,2.981365509
42.3675,-71.1039,958,2.981365509
42.36,-71.1234,958,2.981365509
42.372,-71.1189,958,2.981365509
42.3595,-71.1224,958,2.981365509
42.3585,-71.1144,958,2.981365509
42.3735,-71.1089,958,2.981365509
42.374,-71.1079,958,2.981365509
42.3655,-71.1069,958,2.981365509
42.3615,-71.1104,958,2.981365509
42.367,-71.1084,958,2.981365509
42.3525,-71.1209,958,2.981365509
42.362,-71.1134,958,2.981365509
42.368,-71.1139,958,2.981365509
42.373,-71.1069,958,2.981365509
42.359,-71.1159,958,2.981365509
42.3735,-71.1059,958,2.981365509
42.3655,-71.1044,958,2.981365509
42.3725,-71.1059,958,2.981365509
42.363,-71.1074,958,2.981365509
42.374,-71.1039,958,2.981365509
42.3715,-71.1189,958,2.981365509
42.368,-71.1129,958,2.981365509
42.363,-71.1109,958,2.981365509
42.3545,-71.1219,958,2.981365509
42.372,-71.1084,958,2.981365509
42.364,-71.1214,958,2.981365509
42.3745,-71.1024,958,2.981365509
42.3625,-71.1154,958,2.981365509
42.354,-71.1199,958,2.981365509
42.355,-71.1209,958,2.981365509
42.374,-71.1044,958,2.981365509
42.368,-71.1049,958,2.981365509
42.3705,-71.1184,958,2.981365509
42.3635,-71.1094,958,2.981365509
42.361,-71.1164,958,2.981365509
42.377,-71.1064,958,2.981365509
42.3755,-71.1094,958,2.981365509
42.3725,-71.1044,958,2.981365509
42.363,-71.1069,958,2.981365509
42.374,-71.1099,958,2.981365509
42.3795,-71.0999,958,2.981365509
42.3545,-71.1189,958,2.981365509
42.3585,-71.1154,958,2.981365509
42.3605,-71.1104,958,2.981365509
42.3655,-71.1164,958,2.981365509
42.3695,-71.1079,958,2.981365509
42.36,-71.1154,958,2.981365509
42.373,-71.1129,958,2.981365509
42.363,-71.1079,958,2.981365509
42.352,-71.1204,958,2.981365509
42.3705,-71.1089,958,2.981365509
42.3755,-71.1054,958,2.981365509
42.364,-71.1164,958,2.981365509
42.3555,-71.1169,958,2.981365509
42.3685,-71.1089,958,2.981365509
42.3695,-71.1064,958,2.981365509
42.3705,-71.1059,958,2.981365509
42.3715,-71.1104,958,2.981365509
42.359,-71.1229,958,2.981365509
42.361,-71.1144,958,2.981365509
42.3585,-71.1184,958,2.981365509
42.3775,-71.1014,958,2.981365509
42.372,-71.1154,958,2.981365509
42.3745,-71.0989,958,2.981365509
42.3625,-71.1084,958,2.981365509
42.378,-71.0979,958,2.981365509
42.372,-71.1039,958,2.981365509
42.3665,-71.1229,958,2.981365509
42.358,-71.1129,958,2.981365509
42.361,-71.1139,958,2.981365509
42.3655,-71.1104,958,2.981365509
42.3745,-71.1114,958,2.981365509
42.369,-71.1064,958,2.981365509
42.3715,-71.1044,958,2.981365509
42.357,-71.1149,958,2.981365509
42.368,-71.1029,958,2.981365509
42.3585,-71.1199,958,2.981365509
42.3745,-71.1069,958,2.981365509
42.3655,-71.1079,958,2.981365509
42.373,-71.1064,958,2.981365509
42.37,-71.1179,958,2.981365509
42.368,-71.1144,958,2.981365509
42.36,-71.1124,958,2.981365509
42.3625,-71.1144,958,2.981365509
42.3705,-71.1169,958,2.981365509
42.363,-71.1204,958,2.981365509
42.354,-71.1194,958,2.981365509
42.373,-71.1014,958,2.981365509
42.3735,-71.1069,958,2.981365509
42.3645,-71.1049,958,2.981365509
42.3545,-71.1214,958,2.981365509
42.359,-71.1134,958,2.981365509
42.364,-71.1059,958,2.981365509
42.374,-71.1049,958,2.981365509
42.3685,-71.1019,958,2.981365509
42.3725,-71.0999,958,2.981365509
42.363,-71.1159,958,2.981365509
42.372,-71.1079,958,2.981365509
42.378,-71.1044,958,2.981365509
42.3695,-71.1184,958,2.981365509
42.37,-71.1139,958,2.981365509
42.3725,-71.1004,958,2.981365509
42.373,-71.1054,958,2.981365509
42.362,-71.1099,958,2.981365509
42.367,-71.1094,958,2.981365509
42.361,-71.1239,958,2.981365509
42.357,-71.1194,958,2.981365509
42.3605,-71.1164,958,2.981365509
42.356,-71.1199,958,2.981365509
42.3785,-71.1004,958,2.981365509
42.3765,-71.1054,958,2.981365509
42.377,-71.1084,958,2.981365509
42.372,-71.1194,958,2.981365509
42.3785,-71.1044,958,2.981365509
42.374,-71.1064,958,2.981365509
42.3605,-71.1099,958,2.981365509
42.3755,-71.1099,958,2.981365509
42.375,-71.1124,958,2.981365509
42.3785,-71.0999,958,2.981365509
42.3645,-71.1099,958,2.981365509
42.374,-71.1069,958,2.981365509
42.374,-71.1054,958,2.981365509
42.3745,-71.1099,958,2.981365509
42.3665,-71.1129,958,2.981365509
42.372,-71.1164,958,2.981365509
42.3655,-71.1139,958,2.981365509
42.3785,-71.0984,958,2.981365509
42.3535,-71.1199,958,2.981365509
42.357,-71.1159,958,2.981365509
42.377,-71.1039,958,2.981365509
42.3575,-71.1139,958,2.981365509
42.3775,-71.1064,958,2.981365509
42.373,-71.1114,958,2.981365509
42.3625,-71.1124,958,2.981365509
42.3675,-71.1034,958,2.981365509
42.3655,-71.1114,958,2.981365509
42.3775,-71.1049,958,2.981365509
42.362,-71.1164,958,2.981365509
42.3645,-71.1109,958,2.981365509
42.371,-71.1039,958,2.981365509
42.3705,-71.1159,958,2.981365509
42.365,-71.1094,958,2.981365509
42.366,-71.1154,958,2.981365509
42.3605,-71.1144,958,2.981365509
42.3695,-71.1109,958,2.981365509
42.3615,-71.1224,958,2.981365509
42.358,-71.1214,958,2.981365509
42.3575,-71.1149,958,2.981365509
42.361,-71.1124,958,2.981365509
42.3695,-71.1094,958,2.981365509
42.3595,-71.1119,958,2.981365509
42.361,-71.1184,958,2.981365509
42.376,-71.1004,958,2.981365509
42.373,-71.1089,958,2.981365509
42.355,-71.1224,958,2.981365509
42.3655,-71.1054,958,2.981365509
42.364,-71.1094,958,2.981365509
42.369,-71.1089,958,2.981365509
42.363,-71.1089,958,2.981365509
42.366,-71.1104,958,2.981365509
42.362,-71.1079,958,2.981365509
42.375,-71.0989,958,2.981365509
42.3545,-71.1174,958,2.981365509
42.379,-71.1004,958,2.981365509
42.375,-71.1094,958,2.981365509
42.3635,-71.1114,958,2.981365509
42.362,-71.1229,958,2.981365509
42.362,-71.1089,958,2.981365509
42.3555,-71.1159,958,2.981365509
42.3615,-71.1184,958,2.981365509
42.3695,-71.1179,958,2.981365509
42.367,-71.1104,958,2.981365509
42.36,-71.1199,958,2.981365509
42.378,-71.1054,958,2.981365509
42.3655,-71.1094,958,2.981365509
42.3665,-71.1179,958,2.981365509
42.375,-71.0994,958,2.981365509
42.36,-71.1134,958,2.981365509
42.368,-71.1199,958,2.981365509
42.363,-71.1134,958,2.981365509
42.369,-71.1069,958,2.981365509
42.3585,-71.1134,958,2.981365509
42.379,-71.1024,958,2.981365509
42.3695,-71.1144,958,2.981365509
42.3665,-71.1029,958,2.981365509
42.356,-71.1194,958,2.981365509
42.363,-71.1144,958,2.981365509
42.359,-71.1234,958,2.981365509
42.3775,-71.0994,958,2.981365509
42.365,-71.1114,958,2.981365509
42.3565,-71.1219,958,2.981365509
42.3695,-71.1129,958,2.981365509
42.3785,-71.0994,958,2.981365509
42.3665,-71.1144,958,2.981365509
42.359,-71.1199,958,2.981365509
42.3645,-71.1069,958,2.981365509
42.377,-71.1024,958,2.981365509
42.3635,-71.1189,958,2.981365509
42.3655,-71.1089,958,2.981365509
42.367,-71.1054,958,2.981365509
42.365,-71.1149,958,2.981365509
42.363,-71.1104,958,2.981365509
42.3645,-71.1104,958,2.981365509
42.3675,-71.1024,958,2.981365509
42.374,-71.1149,958,2.981365509
42.375,-71.1109,958,2.981365509
42.3645,-71.1174,958,2.981365509
42.379,-71.0979,958,2.981365509
42.3575,-71.1159,958,2.981365509
42.3715,-71.1169,958,2.981365509
42.378,-71.1064,958,2.981365509
42.3735,-71.1014,958,2.981365509
42.37,-71.1099,958,2.981365509
42.3725,-71.1034,958,2.981365509
42.36,-71.1164,958,2.981365509
42.3715,-71.1139,958,2.981365509
42.3685,-71.1049,958,2.981365509
42.374,-71.1089,958,2.981365509
42.367,-71.1204,958,2.981365509
42.363,-71.1174,958,2.981365509
42.3795,-71.1009,958,2.981365509
42.367,-71.1169,958,2.981365509
42.3675,-71.1239,958,2.981365509
42.3725,-71.1079,958,2.981365509
42.3705,-71.1199,958,2.981365509
42.3685,-71.1174,958,2.981365509
42.376,-71.1089,958,2.981365509
42.3615,-71.1084,958,2.981365509
42.3765,-71.1089,958,2.981365509
42.3645,-71.1219,958,2.981365509
42.37,-71.1019,958,2.981365509
42.3775,-71.1054,958,2.981365509
42.369,-71.1114,958,2.981365509
42.374,-71.1104,958,2.981365509
42.37,-71.1209,958,2.981365509
42.376,-71.1109,958,2.981365509
42.362,-71.1124,958,2.981365509
42.366,-71.1144,958,2.981365509
42.372,-71.1134,958,2.981365509
42.371,-71.1124,958,2.981365509
42.3735,-71.1004,958,2.981365509
42.3755,-71.1104,958,2.981365509
42.3615,-71.1154,958,2.981365509
42.362,-71.1074,958,2.981365509
42.352,-71.1209,958,2.981365509
42.3675,-71.1214,958,2.981365509
42.367,-71.1154,958,2.981365509
42.359,-71.1129,958,2.981365509
42.37,-71.1044,958,2.981365509
42.3655,-71.1159,958,2.981365509
42.376,-71.1014,958,2.981365509
42.356,-71.1239,958,2.981365509
42.3765,-71.1094,958,2.981365509
42.3595,-71.1159,958,2.981365509
42.367,-71.1194,958,2.981365509
42.368,-71.1034,958,2.981365509
42.362,-71.1214,958,2.981365509
42.3745,-71.1109,958,2.981365509
42.366,-71.1174,958,2.981365509
42.3645,-71.1194,958,2.981365509
42.369,-71.1094,958,2.981365509
42.37,-71.1219,958,2.981365509
42.3735,-71.1029,958,2.981365509
42.358,-71.1204,958,2.981365509
42.359,-71.1224,958,2.981365509
42.372,-71.1059,958,2.981365509
42.366,-71.1049,958,2.981365509
42.3625,-71.1099,958,2.981365509
42.365,-71.1144,958,2.981365509
42.3745,-71.1129,958,2.981365509
42.378,-71.1034,958,2.981365509
42.3705,-71.1064,958,2.981365509
42.3535,-71.1214,958,2.981365509
42.3735,-71.1169,958,2.981365509
42.362,-71.1239,958,2.981365509
42.3675,-71.1184,958,2.981365509
42.3695,-71.1074,958,2.981365509
42.3675,-71.1109,958,2.981365509
42.3685,-71.1214,958,2.981365509
42.36,-71.1204,958,2.981365509
42.372,-71.1004,958,2.981365509
42.371,-71.1004,958,2.981365509
42.3585,-71.1204,958,2.981365509
42.365,-71.1074,958,2.981365509
42.3665,-71.1124,958,2.981365509
42.359,-71.1194,958,2.981365509
42.365,-71.1089,958,2.981365509
42.372,-71.1099,958,2.981365509
42.3605,-71.1199,958,2.981365509
42.3755,-71.1014,958,2.981365509
42.3755,-71.1119,958,2.981365509
42.373,-71.1104,958,2.981365509
42.376,-71.1029,958,2.981365509
42.3615,-71.1169,958,2.981365509
42.368,-71.1214,958,2.981365509
42.3655,-71.1034,958,2.981365509
42.368,-71.1074,958,2.981365509
42.367,-71.1029,958,2.981365509
42.366,-71.1059,958,2.981365509
42.362,-71.1129,958,2.981365509
42.3745,-71.1154,958,2.981365509
42.3565,-71.1234,958,2.981365509
42.375,-71.1024,958,2.981365509
42.3655,-71.1194,958,2.981365509
42.372,-71.1129,958,2.981365509
42.3665,-71.1099,958,2.981365509
42.359,-71.1209,958,2.981365509
42.362,-71.1139,958,2.981365509
42.366,-71.1179,958,2.981365509
42.3555,-71.1189,958,2.981365509
42.325,-71.1159,958,2.981365509
42.3645,-71.1129,958,2.981365509
42.3745,-71.1144,958,2.981365509
42.371,-71.1129,958,2.981365509
42.3575,-71.1194,958,2.981365509
42.373,-71.1109,958,2.981365509
42.3795,-71.0979,958,2.981365509
42.3595,-71.1129,958,2.981365509
42.359,-71.1189,958,2.981365509
42.3715,-71.1009,958,2.981365509
42.3685,-71.1024,958,2.981365509
42.367,-71.1134,958,2.981365509
42.3725,-71.1179,958,2.981365509
42.3685,-71.1129,958,2.981365509
42.373,-71.1039,958,2.981365509
42.364,-71.1234,958,2.981365509
42.3715,-71.1184,958,2.981365509
42.359,-71.1154,958,2.981365509
42.358,-71.1159,958,2.981365509
42.3655,-71.1134,958,2.981365509
42.3655,-71.1074,958,2.981365509
42.3565,-71.1169,958,2.981365509
42.373,-71.1134,958,2.981365509
42.3675,-71.1144,958,2.981365509
42.361,-71.1104,958,2.981365509
42.36,-71.1109,958,2.981365509
42.3705,-71.1109,958,2.981365509
42.355,-71.1189,958,2.981365509
42.3635,-71.1224,958,2.981365509
42.3625,-71.1114,958,2.981365509
42.375,-71.1099,958,2.981365509
42.371,-71.1014,958,2.981365509
42.3695,-71.1029,958,2.981365509
42.372,-71.1089,958,2.981365509
42.3605,-71.1094,958,2.981365509
42.368,-71.1154,958,2.981365509
42.3685,-71.1169,958,2.981365509
42.36,-71.1239,958,2.981365509
42.368,-71.1224,958,2.981365509
42.3635,-71.1174,958,2.981365509
42.36,-71.1179,958,2.981365509
42.373,-71.1139,958,2.981365509
42.3785,-71.0979,958,2.981365509
42.377,-71.0999,958,2.981365509
42.367,-71.1199,958,2.981365509
42.3665,-71.1069,958,2.981365509
42.3745,-71.1104,958,2.981365509
42.3595,-71.1109,958,2.981365509
42.3635,-71.1219,958,2.981365509
42.367,-71.1209,958,2.981365509
42.376,-71.1039,958,2.981365509
42.3675,-71.1224,958,2.981365509
42.3675,-71.1089,958,2.981365509
42.3565,-71.1194,958,2.981365509
42.377,-71.1019,958,2.981365509
42.37,-71.1114,958,2.981365509
42.3715,-71.1099,958,2.981365509
42.359,-71.1169,958,2.981365509
42.3655,-71.1229,958,2.981365509
42.365,-71.1064,958,2.981365509
42.37,-71.1034,958,2.981365509
42.3665,-71.1039,958,2.981365509
42.371,-71.1184,958,2.981365509
42.3785,-71.1049,958,2.981365509
42.364,-71.1229,958,2.981365509
42.372,-71.1094,958,2.981365509
42.3605,-71.1124,958,2.981365509
42.3565,-71.1159,958,2.981365509
42.3665,-71.1079,958,2.981365509
42.3625,-71.1194,958,2.981365509
42.3645,-71.1144,958,2.981365509
42.357,-71.1164,958,2.981365509
42.366,-71.1084,958,2.981365509
42.3715,-71.1174,958,2.981365509
42.372,-71.1159,958,2.981365509
42.361,-71.1094,958,2.981365509
42.3755,-71.1069,958,2.981365509
42.3625,-71.1174,958,2.981365509
42.3725,-71.1029,958,2.981365509
42.355,-71.1204,958,2.981365509
42.373,-71.1144,958,2.981365509
42.3555,-71.1209,958,2.981365509
42.369,-71.1034,958,2.981365509
42.3705,-71.1179,958,2.981365509
42.3645,-71.1114,958,2.981365509
42.3745,-71.1019,958,2.981365509
42.3675,-71.1234,958,2.981365509
42.3615,-71.1139,958,2.981365509
42.366,-71.1139,958,2.981365509
42.365,-71.1119,958,2.981365509
42.3615,-71.1144,958,2.981365509
42.373,-71.1074,958,2.981365509
42.3705,-71.1149,958,2.981365509
42.3725,-71.1139,958,2.981365509
42.3785,-71.1009,958,2.981365509
42.3655,-71.1169,958,2.981365509
42.376,-71.1114,958,2.981365509
42.378,-71.1004,958,2.981365509
42.3615,-71.1179,958,2.981365509
42.359,-71.1164,958,2.981365509
42.37,-71.1199,958,2.981365509
42.3745,-71.1134,958,2.981365509
42.3715,-71.1199,958,2.981365509
42.3615,-71.1219,958,2.981365509
42.3745,-71.1119,958,2.981365509
42.372,-71.1054,958,2.981365509
42.372,-71.1034,958,2.981365509
42.3695,-71.1019,958,2.981365509
42.368,-71.1044,958,2.981365509
42.3695,-71.1099,958,2.981365509
42.375,-71.1084,958,2.981365509
42.3745,-71.1094,958,2.981365509
42.354,-71.1209,958,2.981365509
42.3605,-71.1214,958,2.981365509
42.362,-71.1144,958,2.981365509
42.375,-71.1104,958,2.981365509
42.367,-71.1239,958,2.981365509
42.369,-71.1169,958,2.981365509
42.374,-71.1159,958,2.981365509
42.3795,-71.0989,958,2.981365509
42.37,-71.1094,958,2.981365509
42.3575,-71.1174,958,2.981365509
42.3705,-71.1164,958,2.981365509
42.3535,-71.1184,958,2.981365509
42.372,-71.1124,958,2.981365509
42.369,-71.1174,958,2.981365509
42.356,-71.1154,958,2.981365509
42.365,-71.1199,958,2.981365509
42.3675,-71.1124,958,2.981365509
42.372,-71.1139,958,2.981365509
42.3635,-71.1084,958,2.981365509
42.368,-71.1234,958,2.981365509
42.3705,-71.1119,958,2.981365509
42.3575,-71.1184,958,2.981365509
42.369,-71.1139,958,2.981365509
42.3695,-71.1139,958,2.981365509
42.3725,-71.1124,958,2.981365509
42.379,-71.1009,958,2.981365509
42.3625,-71.1214,958,2.981365509
42.362,-71.1114,958,2.981365509
42.3725,-71.1109,958,2.981365509
42.375,-71.1134,958,2.981365509
42.36,-71.1149,958,2.981365509
42.3655,-71.1204,958,2.981365509
42.369,-71.1144,958,2.981365509
42.3735,-71.1154,958,2.981365509
42.363,-71.1154,958,2.981365509
42.371,-71.1194,958,2.981365509
42.3615,-71.1234,958,2.981365509
42.3665,-71.1169,958,2.981365509
42.358,-71.1239,958,2.981365509
42.368,-71.1064,958,2.981365509
42.363,-71.1164,958,2.981365509
42.372,-71.1019,958,2.981365509
42.368,-71.1179,958,2.981365509
42.371,-71.1189,958,2.981365509
42.372,-71.1174,958,2.981365509
42.377,-71.1004,958,2.981365509
42.366,-71.1129,958,2.981365509
42.366,-71.1099,958,2.981365509
42.3555,-71.1184,958,2.981365509
42.375,-71.1119,958,2.981365509
42.364,-71.1219,958,2.981365509
42.3625,-71.1149,958,2.981365509
42.356,-71.1219,958,2.981365509
42.3665,-71.1174,958,2.981365509
42.365,-71.1069,958,2.981365509
42.371,-71.1064,958,2.981365509
42.3705,-71.1189,958,2.981365509
42.3635,-71.1209,958,2.981365509
42.3695,-71.1189,958,2.981365509
42.372,-71.1049,958,2.981365509
42.375,-71.1079,958,2.981365509
42.364,-71.1159,958,2.981365509
42.363,-71.1199,958,2.981365509
42.3625,-71.1209,958,2.981365509
42.3585,-71.1119,958,2.981365509
42.3615,-71.1174,958,2.981365509
42.358,-71.1179,958,2.981365509
42.3635,-71.1119,958,2.981365509
42.365,-71.1179,958,2.981365509
42.367,-71.1064,958,2.981365509
42.3585,-71.1224,958,2.981365509
42.365,-71.1139,958,2.981365509
42.355,-71.1199,958,2.981365509
42.36,-71.1224,958,2.981365509
42.3725,-71.1144,958,2.981365509
42.366,-71.1229,958,2.981365509
42.3665,-71.1219,958,2.981365509
42.376,-71.1024,958,2.981365509
42.365,-71.1104,958,2.981365509
42.3565,-71.1144,958,2.981365509
42.3635,-71.1229,958,2.981365509
42.3675,-71.1049,958,2.981365509
42.3725,-71.1069,958,2.981365509
42.36,-71.1159,958,2.981365509
42.374,-71.1009,958,2.981365509
42.361,-71.1114,958,2.981365509
42.36,-71.1184,958,2.981365509
42.3575,-71.1179,958,2.981365509
42.3595,-71.1209,958,2.981365509
42.363,-71.1169,958,2.981365509
42.3635,-71.1164,958,2.981365509
42.361,-71.1204,958,2.981365509
42.3655,-71.1129,958,2.981365509
42.37,-71.1184,958,2.981365509
42.3625,-71.1234,958,2.981365509
42.3545,-71.1209,958,2.981365509
42.369,-71.1044,958,2.981365509
42.369,-71.1194,958,2.981365509
42.3645,-71.1164,958,2.981365509
42.3695,-71.1059,958,2.981365509
